,name,calories,total_fat,protein,carbohydrate
4780,"Beef, baked, cooked, loaf, 70% lean meat / 30% fat, ground",241,15g,23.87 g,0.00 g
4781,"CAMPBELL'S CHUNKY Soups, Beef with Country Vegetables Soup",53,1.2g,3.27 g,7.35 g
4782,"SUPPER BAKES MEAL KITS, Creamy Stroganoff Sauce with pasta",147,3.2g,4.80 g,24.80 g
4783,"Puddings, prepared with 2% milk, regular, dry mix, vanilla",101,1.7g,2.94 g,18.53 g
4784,"Soup, prepared with equal volume water, canned, chili beef",57,1.2g,2.49 g,9.23 g
4785,"New Zealand spinach, without salt, drained, boiled, cooked",12,0.2g,1.30 g,2.13 g
4786,"Squash, with salt, mashed, boiled, cooked, hubbard, winter",30,0.4g,1.48 g,6.46 g
4787,"CAMPBELL'S CHUNKY Soups, Old Fashioned Vegetable Beef Soup",49,1.2g,3.16 g,6.24 g
4788,"Beverages, dairy based., powder, natural, Malted drink mix",428,9.5g,14.29 g,71.21 g
4789,"Cereals, dry, apples and cinnamon, Instant Oatmeal, QUAKER",366,4.6g,8.62 g,76.74 g
4790,"Cereals, cinnamon, weight control, Instant Oatmeal, QUAKER",361,6.3g,16.50 g,64.21 g
4791,"Veal, raw, separable fat, composite of trimmed retail cuts",638,68g,6.02 g,0.00 g
4792,"HUNGRY MAN, unprepared, frozen, Salisbury Steak With Gravy",136,8.5g,7.96 g,6.96 g
4793,"Turkey, bone removed, with skin, cooked, smoked, drumstick",208,9.8g,27.90 g,0.00 g
4794,"Mustard greens, with salt, drained, boiled, cooked, frozen",19,0.3g,2.27 g,3.11 g
4795,"CAMPBELL'S, condensed, 98% Fat Free Cream of Mushroom Soup",53,2g,1.10 g,7.63 g
4796,"Cake, with vanilla frosting, commercially prepared, yellow",391,18g,2.99 g,56.20 g
4797,"Game meat, broiled, cooked, separable lean only, loin, elk",167,3.8g,31.00 g,0.00 g
4798,"Salad dressing, without salt, reduced fat, french dressing",233,13g,0.58 g,29.28 g
4799,"Cookies, with creme filling, vanilla sandwich, gluten-free",493,20g,2.66 g,74.61 g
4800,"Peppers, without salt, drained, boiled, cooked, red, sweet",28,0.2g,0.92 g,6.70 g
4801,"CAMPBELL'S Red and White, condensed, PHINEAS and FERB Soup",56,1.6g,2.38 g,8.73 g
4802,"Corn, without salt, drained, boiled, cooked, yellow, sweet",96,1.5g,3.41 g,20.98 g
4803,"Turkey ham, prepackaged or deli-sliced, extra lean, sliced",124,3.8g,19.60 g,2.93 g
4804,"Chrysanthemum, with salt, drained, boiled, cooked, garland",20,0.1g,1.64 g,4.31 g
4805,"Beverages, diet, decaffeinated, ready to drink, black, tea",0,0g,0.00 g,0.83 g
4806,"Cereals ready-to-eat, KASHI GOLEAN Vanilla Graham Clusters",330,2.6g,21.50 g,70.09 g
4807,"Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolate Almond",375,5.1g,7.59 g,81.50 g
4808,"Chicken, raw, meat and skin, drumstick, broilers or fryers",161,9.2g,18.08 g,0.11 g
4809,"Infant formula, powder, PROTECT PLUS, GOOD START 2, GERBER",501,26g,11.10 g,56.30 g
4810,"Beef, raw, all grades, separable lean only, whole, brisket",155,7.4g,20.72 g,0.00 g
4811,"Turkey, roasted, with added solution, meat and skin, whole",176,8g,26.09 g,0.00 g
4812,"KEEBLER, Original, Pretzel Crackers, FLIPSIDES, TOWN HOUSE",487,23g,6.60 g,64.30 g
4813,"Beans, without salt, drained, boiled, cooked, yellow, snap",35,0.3g,1.89 g,7.88 g
4814,"Babyfood, toddler, beef and tomato sauce, macaroni, dinner",81,1.9g,4.34 g,11.53 g
4815,"HORMEL ALWAYS TENDER, Peppercorn-Flavored, Pork Tenderloin",110,3.8g,17.21 g,1.82 g
4816,"Beef, baked, cooked, loaf, 80% lean meat / 20% fat, ground",254,16g,25.25 g,0.00 g
4817,"Cereals ready-to-eat, KELLOGG'S ALL-BRAN Original, KELLOGG",259,4.9g,13.14 g,74.24 g
4818,"Pork, raw, separable lean and fat, whole, leg (ham), fresh",245,19g,17.43 g,0.00 g
4819,"Snacks, TERRA CHIPS, HAIN CELESTIAL GROUP, vegetable chips",517,30g,4.13 g,57.97 g
4820,"KEEBLER, Dark Chocolate Almond Shortbread Cookies, SANDIES",540,31g,6.10 g,59.90 g
4821,"Alcoholic beverage, prepared from item 14028, whiskey sour",153,0.1g,0.06 g,12.82 g
4822,"Soup, prepared with equal volume milk, canned, oyster stew",55,3.2g,2.51 g,3.99 g
4823,"Candies, M&M's Almond Chocolate Candies, MARS SNACKFOOD US",522,28g,7.53 g,60.50 g
4824,"Elk, cooked patties (Shoshone Bannock), ground, free range",143,2.8g,29.45 g,0.00 g
4825,"Crackers, sandwich-type with peanut butter filling, cheese",496,25g,12.41 g,56.74 g
4826,"Grapefruit juice, OCEAN SPRAY, unsweetened, bottled, white",34,0.1g,0.58 g,7.93 g
4827,"Chicken, fried, cooked, meat only, leg, broilers or fryers",208,9.3g,28.38 g,0.65 g
4828,"Succotash, with cream style corn, canned, (corn and limas)",77,0.5g,2.64 g,17.61 g
4829,"Beans, drained solids, no salt added, canned, yellow, snap",20,0.1g,1.15 g,4.50 g
4830,"Strawberries, solids and liquids, heavy syrup pack, canned",92,0.3g,0.56 g,23.53 g
4831,"CAMPBELL'S, condensed, 98% Fat Free Cream of Broccoli Soup",56,1.6g,1.61 g,8.06 g
4832,"Squash, without salt, baked, cooked, all varieties, winter",37,0.4g,0.89 g,8.85 g
4833,"Yardlong beans, without salt, boiled, cooked, mature seeds",118,0.5g,8.29 g,21.09 g
4834,"Beverages, canned, with added nutrients, Fruit punch drink",47,0g,0.00 g,11.94 g
4835,"Cereals ready-to-eat, CINNAMON TOAST CRUNCH, GENERAL MILLS",410,10g,5.45 g,77.99 g
4836,"Gelatin desserts, with aspartame, reduced calorie, dry mix",198,0g,15.67 g,80.21 g
4837,"Potatoes, without salt, flesh, cooked without skin, boiled",86,0.1g,1.71 g,20.01 g
4838,"Tortillas, without added salt, corn, ready-to-bake or -fry",222,2.5g,5.70 g,46.60 g
4839,"Restaurant, from kid's menu, chicken fingers, family style",307,17g,18.68 g,18.77 g
4840,"Chicken, raw, meat and skin and giblets and neck, roasting",213,15g,17.09 g,0.09 g
4841,"Chicken, drumstick meat and skin, BBQ, rotisserie, broiler",206,11g,25.65 g,0.12 g
4842,"Crackers, reduced fat, peanut butter filled, sandwich-type",437,17g,8.33 g,63.49 g
4843,"Potatoes, dry form, granules with milk, dehydrated, mashed",357,1.1g,10.90 g,77.70 g
4844,"Babyfood, dry, with apple and orange, high protein, cereal",374,6.5g,25.40 g,57.60 g
4845,"Peas and carrots, solids and liquids, regular pack, canned",38,0.3g,2.17 g,8.48 g
4846,"Chicken, raw, and giblets and neck, meat and skin, stewing",251,20g,17.48 g,0.19 g
4847,"Pork, raw, separable lean and fat, boneless, Leg Cap Steak",123,3.4g,21.64 g,0.00 g
4848,"CAMPBELL'S Red and White, condensed, Chicken Alphabet Soup",56,1.2g,2.38 g,9.52 g
4849,"MORNINGSTAR FARMS Sesame Chik'n Entree, unprepared, frozen",116,3.5g,5.30 g,17.30 g
4850,"MORNINGSTAR FARMS Buffalo Chik Patties, unprepared, frozen",255,13g,12.10 g,25.20 g
4851,"Toaster Pastries, Strawberry, KELLOGG'S POP TARTS, KELLOGG",398,11g,4.70 g,71.10 g
4852,"Pancakes, incomplete (includes buttermilk), dry mix, plain",355,1.7g,10.00 g,73.60 g
4853,"Cereals, dry, Ham 'n' Cheese flavor, Instant Grits, QUAKER",355,4.7g,10.73 g,71.08 g
4854,"Nuts, with salt added, unflavored, wheat-based, formulated",622,58g,13.82 g,23.68 g
4855,"Soup, prepared with equal volume water, canned, minestrone",34,1g,1.77 g,4.66 g
4856,"SUBWAY, meatball marinara sub on white bread (no toppings)",219,8.5g,9.77 g,26.01 g
4857,"Coffeecake, prepared, dry mix, cinnamon with crumb topping",318,9.6g,5.50 g,52.80 g
4858,"Cowpeas, without salt, drained, boiled, cooked, leafy tips",22,0.1g,4.67 g,2.80 g
4859,"Milk, without added vitamin A and vitamin D, 1% fat, fluid",42,1g,3.37 g,4.99 g
4860,"Soup, prepared with equal volume water, canned, black bean",46,0.7g,2.42 g,7.71 g
4861,"Cereals, without salt, cooked with water, enriched, farina",53,0.3g,1.82 g,10.92 g
4862,"Hyacinth beans, without salt, boiled, cooked, mature seeds",117,0.6g,8.14 g,20.69 g
4863,"Bread, frozen, commercially prepared, whole wheat, paratha",326,13g,6.36 g,45.35 g
4864,"Sweet Potatoes, unprepared, frozen, crosscut, french fried",209,11g,1.70 g,25.52 g
4865,"Potatoes, unprepared, frozen, french fried, yellow fleshed",162,5.8g,2.47 g,25.01 g
4866,"Cereals ready-to-eat, MOTHER'S Cinnamon Oat Crunch, QUAKER",382,4.6g,10.60 g,79.79 g
4867,"Cheese, fat-free, cheddar or American, pasteurized process",148,0.8g,22.50 g,13.40 g
4868,"Cauliflower, without salt, drained, boiled, cooked, frozen",19,0.2g,1.61 g,3.75 g
4869,"Beverages, milk based, mocha, iced, ready to drink, coffee",60,1g,1.48 g,11.42 g
4870,"Macaroni and cheese, unprepared, box mix with cheese sauce",334,11g,12.73 g,46.66 g
4871,"Pork, unheated, canned, extra lean and regular, ham, cured",144,7.5g,17.97 g,0.00 g
4872,"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",468,18g,5.17 g,72.23 g
4873,"Snacks, mixed flavors, crunchy, KASHI TLC Bar, granola bar",446,15g,15.00 g,62.78 g
4874,"Beverages, lemon, ready-to-drink, black, tea, LIPTON BRISK",35,0g,0.00 g,8.81 g
4875,"Macaroni or noodles with cheese, unprepared, microwaveable",388,6.6g,11.48 g,70.75 g
4876,"Chicken, raw, meat and skin, dark meat, broilers or fryers",237,18g,16.69 g,0.00 g
4877,"Turkey, roasted, cooked, meat and skin, wing, retail parts",235,13g,28.74 g,0.13 g
4878,"UDI'S, Soft & Delicious White Sandwich Bread, Gluten Free",298,8g,5.40 g,51.15 g
4879,"Beans, without salt, boiled, cooked, mature seeds, yellow",144,1.1g,9.16 g,25.28 g
4880,"Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm",115,5.9g,13.24 g,2.16 g
4881,"KELLOGG'S, Frosted Wild Grape Toaster Pastries, POP-TARTS",390,9.8g,4.10 g,71.80 g
4882,"Beverages, CRYSTAL GEYSER, non-carbonated, bottled, water",0,0g,0.00 g,0.00 g
4883,"Fast foods, and sausage, cheese, with egg, english muffin",286,18g,13.38 g,17.44 g
4884,"Beef, raw, select, separable lean and fat, chuck for stew",124,4g,21.90 g,0.21 g
4885,"Beef, raw, choice, separable lean and fat, chuck for stew",130,4.8g,21.64 g,0.12 g
4886,"Cereals ready-to-eat, SPECIAL K Vanilla Almond, KELLOGG'S",366,4g,7.80 g,83.00 g
4887,"Pork, raw, separable lean and fat, whole, shoulder, fresh",236,18g,17.18 g,0.00 g
4888,"Cheese product, reduced fat, cheddar, pasteurized process",240,14g,17.60 g,10.60 g
4889,"Beef, baked, cooked, loaf, 95% lean meat / 5% fat, ground",174,6.4g,27.31 g,0.00 g
4890,"Turkey, roasted, cooked, meat and skin, back, all classes",244,14g,26.59 g,0.16 g
4891,"Beans, without salt, drained, boiled, cooked, green, snap",35,0.3g,1.89 g,7.88 g
4892,"Cookies, made with margarine, prepared from recipe, sugar",472,23g,5.90 g,60.00 g
4893,KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,215,9.5g,16.30 g,16.20 g
4894,"USDA Commodity, cooked, frozen, fine/coarse, ground, pork",265,18g,23.55 g,0.00 g
4895,"Puddings, prepared with 2% milk, regular, dry mix, banana",101,1.7g,2.90 g,18.43 g
4896,"Fish, raw (may have been previously frozen), Pacific, cod",69,0.4g,15.27 g,0.00 g
4897,"Turnip greens, with salt, drained, boiled, cooked, frozen",29,0.4g,3.35 g,4.98 g
4898,"CAMPBELL'S, condensed, 98% Fat Free Cream of Chicken Soup",55,2g,1.80 g,7.46 g
4899,"Babyfood, without added fluoride., GERBER, bottled, water",0,0g,0.00 g,0.00 g
4900,"Corn, without salt, drained, boiled, cooked, white, sweet",97,1.4g,3.34 g,21.71 g
4901,"Pie crust, enriched, ready-to-bake, frozen, standard-type",457,26g,6.16 g,48.62 g
4902,"Beef, baked, cooked, loaf, 97% lean meat / 3% fat, ground",154,4.1g,27.58 g,0.00 g
4903,"Corn, drained solids, whole kernel, canned, yellow, sweet",67,1.2g,2.29 g,14.34 g
4904,"Cereals, dry, Country Bacon flavor, Instant Grits, QUAKER",340,1.7g,9.93 g,75.39 g
4905,"Cereals ready-to-eat, FROSTED TOAST CRUNCH, GENERAL MILLS",410,10g,5.19 g,78.59 g
4906,"Chicken, roasted, cooked, meat only, light meat, roasting",153,4.1g,27.13 g,0.00 g
4907,"Pork, unheated, separable lean and fat, whole, ham, cured",246,19g,18.49 g,0.06 g
4908,"Beef, raw,  external fat, grass-fed, imported, Australian",509,51g,11.32 g,0.39 g
4909,"CAMPBELL'S Red and White, condensed, Cream of Shrimp Soup",81,4.8g,2.42 g,6.45 g
4910,"CAMPBELL'S, condensed, chicken with rice, HEALTHY REQUEST",46,1.2g,1.59 g,7.19 g
4911,"Cereals ready-to-eat, ORGANIC PROMISE Autumn Wheat, KASHI",338,1.4g,12.00 g,79.00 g
4912,"KEEBLER, Dark Chocolate, Cheesecake Middles, FUDGE SHOPPE",506,27g,4.40 g,64.70 g
4913,"Potatoes, prepared, with butter sauce, frozen, hash brown",178,8.8g,2.46 g,24.13 g
4914,"MISSION FOODS, 8 inch, Soft Taco, MISSION Flour Tortillas",287,6g,8.70 g,49.60 g
4915,"Puddings, dry mix, instant, low calorie, chocolate flavor",356,2.4g,5.30 g,78.20 g
4916,"Beef, raw, choice, separable lean and fat, shortribs, rib",388,36g,14.40 g,0.00 g
4917,"Cookies, sugar free, commercially prepared, peanut butter",523,31g,10.34 g,50.52 g
4918,"Cereals ready-to-eat, POST GREAT GRAINS Banana Nut Crunch",390,8.8g,9.80 g,70.90 g
4919,"Soup, reduced sodium, condensed, canned, cream of chicken",58,1.3g,1.80 g,9.50 g
4920,"Cereals, dry, summer berry, REAL MEDLEYS, oatmeal, QUAKER",353,4.4g,11.31 g,72.58 g
4921,"Cereals, dry, apple walnut, REAL MEDLEYS, oatmeal, QUAKER",390,10g,8.18 g,70.53 g
4922,"CAMPBELL'S, Essential Antioxidants V8, V8 Vegetable Juice",21,0g,0.82 g,4.53 g
4923,"Soup, prepared with water, powder, beef broth or bouillon",3,0.1g,0.21 g,0.25 g
4924,"CAMPBELL'S, condensed, Chicken Noodle Soup, Red and White",47,1.5g,2.37 g,5.97 g
4925,"Nuts, smoke flavor, with salt added, oil roasted, almonds",607,56g,21.43 g,17.86 g
4926,"Turkey breast, roasted, cooked, meat and skin, pre-basted",126,3.5g,22.16 g,0.00 g
4927,"Turkey, roasted, cooked, meat and skin, wing, all classes",229,12g,27.38 g,0.00 g
4928,"Fast foods, and bacon, cheese, egg, griddle cake sandwich",272,13g,12.03 g,26.19 g
4929,"Salad dressing, reduced fat, commercial, italian dressing",102,6.7g,0.39 g,9.99 g
4930,"Cereals ready-to-eat, Warm Cinnamon, KASHI HEART TO HEART",365,4.9g,11.60 g,78.50 g
4931,"Cereals ready-to-eat, Banana Nut, CHEERIOS, GENERAL MILLS",375,4g,5.50 g,84.69 g
4932,"CAMPBELL'S CHUNKY Soups, Old Fashioned Potato Ham Chowder",78,4.5g,2.45 g,6.94 g
4933,"Pears, solids and liquids, extra light syrup pack, canned",47,0.1g,0.30 g,12.20 g
4934,"Pears, solids and liquids, extra heavy syrup pack, canned",97,0.1g,0.19 g,25.25 g
4935,"Sweet rolls, commercially prepared with raisins, cinnamon",372,16g,6.20 g,50.90 g
4936,"Lettuce, raw, butterhead (includes boston and bibb types)",13,0.2g,1.35 g,2.23 g
4937,"Onions, with salt, drained, boiled, cooked, whole, frozen",26,0.1g,0.71 g,6.11 g
4938,"PILLSBURY GRANDS, refrigerated dough, Buttermilk Biscuits",293,11g,6.16 g,42.41 g
4939,"Peppers, with salt, drained, boiled, cooked, green, sweet",26,0.2g,0.92 g,6.11 g
4940,"Onions, raw, spring or scallions (includes tops and bulb)",32,0.2g,1.83 g,7.34 g
4941,"Puddings, dry mix, regular, low calorie, chocolate flavor",365,3g,10.08 g,74.42 g
4942,"Sour dressing, filled cream-type, cultured, non-butterfat",178,17g,3.25 g,4.68 g
4943,"Margarine-like spread, SMART BALANCE Light Buttery Spread",337,36g,0.02 g,1.98 g
4944,"CAMPBELL'S Soup on the Go, Chicken with Mini Noodles Soup",26,0.7g,1.31 g,3.61 g
4945,"PEPPERIDGE FARM, Parmesan, Baked Snack Crackers, Goldfish",459,17g,11.16 g,64.70 g
4946,"PEPPERIDGE FARM, Original, Baked Snack Crackers, Goldfish",467,18g,9.42 g,65.81 g
4947,"Spaghetti, enriched (n x 6.25), cooked, protein-fortified",164,0.2g,8.86 g,30.88 g
4948,"CAMPBELL'S Red and White, condensed, Bean with Bacon Soup",125,2.3g,6.25 g,19.53 g
4949,"Babyfood, dry fortified, with apples, whole wheat, cereal",402,4.8g,12.60 g,77.20 g
4950,"Protein supplement, powder, Muscle Milk Light, milk based",396,12g,50.00 g,22.00 g
4951,"Oil, woks and light frying, canola for salads, industrial",884,100g,0.00 g,0.00 g
4952,"Beans, drained solids, no salt added, canned, green, snap",22,0.5g,1.12 g,4.32 g
4953,"WORTHINGTON Meatless Corned Beef Roll, unprepared, frozen",245,15g,18.60 g,9.90 g
4954,"Snacks, mixed flavors, crunchy, KASHI GOLEAN, granola bar",393,9.2g,17.88 g,59.58 g
4955,"Snacks, confectioners coating, almond, soft, granola bars",455,20g,8.60 g,60.13 g
4956,"Soup, ready to serve, traditional, beef barley, PROGRESSO",47,1g,2.71 g,6.69 g
4957,"PREGO Pasta, ready-to-serve, Zesty Mushroom Italian Sauce",85,2.7g,1.54 g,13.85 g
4958,"Soup, prepared with equal volume milk, canned, green, pea",94,2.8g,4.97 g,12.69 g
4959,"Babyfood, junior, noodles and chicken, vegetables, dinner",64,2.2g,1.70 g,9.10 g
4960,"Child formula, ready-to-feed, PEDIASURE, ABBOTT NUTRITION",99,4.8g,2.86 g,11.15 g
4961,"PREGO Pasta, ready-to-serve, Fresh Mushroom Italian Sauce",54,1.2g,1.54 g,10.00 g
4962,"PREGO Pasta, ready-to-serve, Garlic Supreme Italian Sauce",85,3.1g,1.54 g,13.08 g
4963,"Beans, drained solids, regular pack, canned, yellow, snap",20,0.1g,1.15 g,4.50 g
4964,"Candies, COCOAVIA Crispy Chocolate Bar, MARS SNACKFOOD US",517,26g,8.21 g,62.06 g
4965,"Toaster Pastries, Blueberry, KELLOGG'S POP TARTS, KELLOGG",412,13g,4.60 g,68.41 g
4966,"Milk, calcium fortified (fat free or skim), nonfat, fluid",35,0.2g,3.40 g,4.85 g
4967,"CRACKER BARREL, from kid's menu, macaroni n' cheese plate",192,12g,6.46 g,15.58 g
4968,"Cowpeas, with salt, boiled, cooked, mature seeds, catjang",117,0.7g,8.13 g,20.32 g
4969,"Seeds, type of kernels unspecified, tahini, sesame butter",592,53g,17.40 g,21.50 g
4970,"Cereals ready-to-eat, KASHI GOLEAN CRISP Cinnamon Crumble",362,8.2g,22.10 g,62.59 g
4971,"CAMPBELL'S Red and White, condensed, Broccoli Cheese Soup",81,3.6g,1.61 g,9.68 g
4972,"OSCAR MAYER, Smokies Sausage Little Cheese (pork, turkey)",315,28g,13.50 g,1.70 g
4973,"Cookies, soft-type, commercially prepared, chocolate chip",444,20g,3.63 g,65.75 g
4974,"Potatoes, without salt, flesh, cooked in skin, microwaved",100,0.1g,2.10 g,23.28 g
4975,"Soup, prepared with water, dry, chicken broth or bouillon",4,0.2g,0.28 g,0.30 g
4976,"Cereals ready-to-eat, Multi-Grain CHEERIOS, GENERAL MILLS",370,4.1g,8.30 g,81.40 g
4977,"Soup, condensed, canned, beef broth bouillon and consomme",11,0g,2.52 g,0.32 g
4978,"Beef, baked, cooked, loaf, 93% lean meat / 7% fat, ground",192,8.4g,27.03 g,0.00 g
4979,"Smoked link sausage, nonfat dry milk added, pork and beef",313,28g,13.28 g,1.92 g
4980,"Puddings, prepared with 2% milk, instant, dry mix, banana",105,1.7g,2.76 g,19.74 g
4981,"Soup, ready-to-serve, chunky, canned, split with ham, pea",77,1.7g,4.62 g,11.17 g
4982,"Pork, raw, pancreas, variety meats and by-products, fresh",199,13g,18.56 g,0.00 g
4983,"Cookies, reduced fat, vanilla sandwich with creme filling",423,10g,4.17 g,78.16 g
4984,"Pork, raw, leaf fat, variety meats and by-products, fresh",857,94g,1.76 g,0.00 g
4985,"Radishes, without salt, drained, boiled, cooked, oriental",17,0.2g,0.67 g,3.43 g
4986,"Fish, Pacific (Alaska Native), herring eggs on giant kelp",63,0.8g,11.30 g,2.60 g
4987,"Veal, roasted, cooked, separable lean only, arm, shoulder",164,5.8g,26.13 g,0.00 g
4988,"Veal, braised, cooked, separable lean only, arm, shoulder",201,5.3g,35.73 g,0.00 g
4989,"Veal, grilled, cooked, separable lean and fat, chop, loin",198,9.5g,28.04 g,0.16 g
4990,"Beverages, prepared with water, unsweetened, instant, tea",1,0g,0.06 g,0.17 g
4991,"KEEBLER, Reduced Fat, Graham Pie Crust (10""), READY CRUST",472,18g,4.90 g,73.50 g
4992,"CAMPBELL'S Red and White, condensed, Golden Mushroom Soup",65,2.8g,1.61 g,8.06 g
4993,"Cereals ready-to-eat, Multi-Grain Squares, CASCADIAN FARM",387,1.9g,9.39 g,83.00 g
4994,"Lamb, braised, cooked, ground lamb, imported, New Zealand",192,11g,22.60 g,0.00 g
4995,"Beans, without salt, boiled, cooked, mature seeds, french",129,0.8g,7.05 g,24.02 g
4996,"Beans, without salt, boiled, cooked, mature seeds, adzuki",128,0.1g,7.52 g,24.77 g
4997,"Pork, roasted, canned, extra lean and regular, ham, cured",167,8.4g,20.94 g,0.49 g
4998,"LITTLE CAESARS 14"" Pepperoni Pizza, Large Deep Dish Crust",265,11g,12.93 g,29.03 g
4999,"CAMPBELL'S Red and White, condensed, Chicken Won Ton Soup",40,0.8g,2.38 g,6.35 g
5000,"Margarine, without salt, tub, composite, 80% fat, regular",713,80g,0.22 g,0.75 g
5001,"CAMPBELL'S Red and White, condensed, Cream of Celery Soup",73,4.8g,0.81 g,7.26 g
5002,"Alcoholic beverage, 34 proof, coffee with cream, liqueur",327,16g,2.80 g,20.90 g
5003,"English muffins, toasted (includes granola), mixed-grain",255,1.9g,9.90 g,50.30 g
5004,"Salad dressing, regular, commercial, peppercorn dressing",564,61g,1.20 g,3.50 g
5005,"Margarine-like, with salt, 20% fat, vegetable oil spread",175,20g,0.00 g,0.40 g
5006,"Turkey, roasted, cooked, meat only, breast, retail parts",136,2g,29.51 g,0.00 g
5007,"Veal, raw, separable lean and fat, shank (fore and hind)",113,3.5g,19.15 g,0.00 g
5008,"KASHI Italian Vegetable Medley Pasta, unprepared, frozen",106,2.6g,4.70 g,16.30 g
5009,"Doughnuts, chocolate-coated or frosted, plain, cake-type",452,25g,4.93 g,51.33 g
5010,"Lemonade, prepared with water, white, frozen concentrate",40,0g,0.07 g,10.42 g
5011,"Oil, for woks and light frying, refined, soy, industrial",884,100g,0.00 g,0.00 g
5012,"Fast foods, round pieces or patty, hash browns, potatoes",272,17g,2.58 g,28.88 g
5013,"Sweet potato, without salt, flesh, baked in skin, cooked",90,0.2g,2.01 g,20.71 g
5014,"Infant formula, ready-to-feed, store brand, PBM PRODUCTS",63,3.5g,1.40 g,6.39 g
5015,"Bread, made with margarine, prepared from recipe, banana",326,11g,4.30 g,54.60 g
5016,"Beans, drained solids, regular pack, canned, green, snap",22,0.5g,1.12 g,4.32 g
5017,"Turkey, roasted, cooked, meat and skin, leg, all classes",208,9.8g,27.87 g,0.00 g
5018,"Beans, drained solids, canned, mature seeds, red, kidney",124,1.1g,7.98 g,21.49 g
5019,"KEEBLER, Cheese, Pretzel Crackers, FLIPSIDES, TOWN HOUSE",476,23g,8.00 g,61.30 g
